,Company Name,job_title,seniority,min_salary,max_salary,Rating,python,sql,r_studio,spark,aws,excel,sector,age,Revenue,Type of ownership,description_len,min_employees,max_employees,avg_size,avg_salary
379,Balfour Beatty,manager,na,23,42,3.6,0,0,0,0,0,1,public,112,$500 million to $1 billion (USD),Public,4299,10000,10000,10000.0,32.5
380,NES Fircroft,manager,na,23,42,3.6,0,0,0,0,0,0,public,43,$500 million to $1 billion (USD),Private,2813,1001,5000,3000.0,32.5
381,London School of Hygiene & Tropical Medicine,na,na,23,42,3.8,0,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,3195,501,1000,750.0,32.5
382,Citi,na,na,23,42,3.9,1,0,0,1,1,1,finance,209,$10+ billion (USD),Public,7752,10000,10000,10000.0,32.5
383,IQVIA,na,na,23,42,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,2940,10000,10000,10000.0,32.5
384,Bottomline Technologies,manager,na,23,42,3.8,0,0,0,0,0,0,inforamtion tech,32,$100 to $500 million (USD),Public,4510,1001,5000,3000.0,32.5
385,Lonza,na,na,23,42,3.4,0,0,0,0,0,1,medical,124,$5 to $10 billion (USD),Public,3225,10000,10000,10000.0,32.5
386,Bottomline Technologies,manager,na,23,42,3.8,0,0,0,0,0,0,inforamtion tech,32,$100 to $500 million (USD),Public,4508,1001,5000,3000.0,32.5
387,SPX FLOW,manager,na,23,42,3.2,0,0,0,0,0,1,production,6,$2 to $5 billion (USD),Public,2193,5001,10000,7500.0,32.5
388,Pharmalex,manager,senior,23,42,3.7,0,0,0,0,0,1,public,6,$10 to $25 million (USD),Organization,2995,201,500,350.0,32.5
389,Salesforce,manager,senior,23,42,4.4,1,1,0,0,0,1,inforamtion tech,22,$10+ billion (USD),Public,6356,10000,10000,10000.0,32.5
390,Echobox,manager,na,23,42,4.5,0,0,0,0,0,0,inforamtion tech,-1,Unknown / Non-Applicable,Private,4866,1,50,26.0,32.5
391,Client Server,na,na,23,42,4.4,1,1,0,0,0,0,public,22,Unknown / Non-Applicable,Private,1883,51,200,126.0,32.5
392,Guardant Health,director,na,32,67,3.9,0,0,0,0,0,0,medical,8,Unknown / Non-Applicable,Public,5000,501,1000,750.0,49.5
393,Bristol Myers Squibb,director,na,32,67,4.0,0,0,0,0,0,1,medical,163,$10+ billion (USD),Public,8009,10000,10000,10000.0,49.5
394,Henry Nicholas Associates,na,na,32,67,5.0,0,0,0,0,0,1,public,12,Less than $1 million (USD),Private,3686,1,50,26.0,49.5
395,Manchester Metropolitan University,na,na,32,67,4.0,0,0,0,0,0,1,education,178,Unknown / Non-Applicable,College / University,3230,1001,5000,3000.0,49.5
396,TalentPool,na,na,32,67,4.5,1,1,0,0,0,0,public,-1,Unknown / Non-Applicable,Organization,2816,1,50,26.0,49.5
397,Ministry of Defence,manager,na,32,67,4.2,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Government,12364,201,500,350.0,49.5
398,Aviva,na,senior,32,67,3.6,0,0,0,0,0,1,finance,160,$5 to $10 billion (USD),Public,4057,10000,10000,10000.0,49.5
399,Moonpig,manager,na,32,67,4.4,1,1,0,0,0,0,telecommunication,21,$100 to $500 million (USD),Private,3004,51,200,126.0,49.5
400,Smith & Nephew,director,na,32,67,3.8,0,0,0,0,1,1,medical,165,$2 to $5 billion (USD),Private,4959,10000,10000,10000.0,49.5
401,Study Group,na,na,32,67,3.1,0,0,0,0,0,0,education,27,$100 to $500 million (USD),Private,3189,1001,5000,3000.0,49.5
402,The Hut Group,manager,senior,32,67,3.3,0,0,0,0,0,0,retail,17,$500 million to $1 billion (USD),Private,4735,5001,10000,7500.0,49.5
403,Privitar,manager,na,32,67,4.8,0,0,0,0,0,0,inforamtion tech,7,Unknown / Non-Applicable,Private,3479,51,200,126.0,49.5
404,Ecole Jeannine Manuel - UK,na,na,32,67,2.4,0,0,0,0,0,0,education,6,Unknown / Non-Applicable,Private,2072,51,200,126.0,49.5
405,Bangor University,na,na,32,67,3.7,0,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,11801,1001,5000,3000.0,49.5
406,Hastings Direct,na,na,32,67,3.6,0,1,0,0,0,0,finance,25,$50 to $100 million (USD),Private,2696,1001,5000,3000.0,49.5
407,IDBS,na,senior,32,67,4.3,0,0,0,0,0,0,medical,36,$10+ billion (USD),Public,4069,1001,5000,3000.0,49.5
408,IQVIA,na,senior,32,67,3.8,0,0,0,0,0,1,medical,4,$2 to $5 billion (USD),Public,3846,10000,10000,10000.0,49.5
409,Sky,na,na,32,67,3.9,1,1,0,0,0,1,telecommunication,32,$5 to $10 billion (USD),Public,5501,10000,10000,10000.0,49.5
410,RSC - London,na,na,32,67,-1.0,0,0,0,0,0,1,public,-1,$100 to $500 million (USD),Hospital,2932,10000,10000,10000.0,49.5
411,Northumbria Pharma,na,senior,32,67,4.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,2667,1,50,26.0,49.5
412,Pall,manager,na,32,67,2.5,0,0,0,0,0,1,medical,75,$2 to $5 billion (USD),Venture,3391,10000,10000,10000.0,49.5
413,Appirio,na,senior,32,67,2.5,0,0,0,0,0,1,public,15,$100 to $500 million (USD),Private,6235,1001,5000,3000.0,49.5
414,Summit Oxford,na,na,32,67,3.6,0,0,0,0,0,1,medical,-1,$1 to $5 million (USD),Public,6895,1,50,26.0,49.5
415,GW Pharmaceuticals,manager,senior,32,67,3.4,0,0,0,0,0,1,medical,24,$25 to $50 million (USD),Public,5522,51,200,126.0,49.5
416,Academics,na,na,32,67,3.3,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,Venture,1611,51,200,126.0,49.5
417,MediaCom,manager,na,32,67,3.5,0,0,0,0,0,1,telecommunication,-1,$10 to $25 million (USD),Private,3531,5001,10000,7500.0,49.5
418,huumun,na,na,32,67,3.0,0,0,0,0,0,1,telecommunication,18,Unknown / Non-Applicable,Private,2484,51,200,126.0,49.5
419,WorldRemit,analyst,senior,32,67,2.7,1,1,0,0,0,1,finance,11,Unknown / Non-Applicable,Private,3161,1001,5000,3000.0,49.5
420,Bangor University,manager,na,32,67,3.7,0,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,18410,1001,5000,3000.0,49.5
421,Sky,na,senior,32,67,3.9,0,1,0,0,0,0,telecommunication,32,$5 to $10 billion (USD),Public,5112,10000,10000,10000.0,49.5
422,Bangor University,na,na,40,47,3.7,0,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,10355,1001,5000,3000.0,43.5
423,Gartner,analyst,na,40,47,3.7,0,0,0,0,0,1,public,42,$2 to $5 billion (USD),Public,6282,10000,10000,10000.0,43.5
424,Bangor University,na,na,40,47,3.7,1,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,10271,1001,5000,3000.0,43.5
425,AstraZeneca,na,na,40,47,4.2,1,1,0,1,1,1,medical,108,$10+ billion (USD),Public,6794,10000,10000,10000.0,43.5
426,Austin Fraser,data engineer,na,40,47,4.5,1,1,0,0,0,1,public,14,$50 to $100 million (USD),Private,2846,201,500,350.0,43.5
427,G-Research,na,na,40,47,4.7,1,1,0,1,0,1,inforamtion tech,20,Unknown / Non-Applicable,Private,3493,501,1000,750.0,43.5
428,Global Project Resources Limited,na,na,40,47,-1.0,0,0,0,0,0,0,public,4,Unknown / Non-Applicable,Private,2538,1,50,26.0,43.5
429,bluprint,manager,na,40,47,2.0,0,0,0,0,0,1,telecommunication,16,Less than $1 million (USD),Private,5012,1,50,26.0,43.5
430,Express Recruitment,na,na,40,47,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,1667,10000,10000,10000.0,43.5
431,Triumph Consultants Ltd,na,senior,40,47,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,4721,10000,10000,10000.0,43.5
432,Thornbury Community Services,consultant,senior,40,47,4.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,3452,10000,10000,10000.0,43.5
433,Amazon,analyst,senior,40,47,3.9,0,1,0,0,0,1,telecommunication,27,$10+ billion (USD),Public,2473,10000,10000,10000.0,43.5
434,GW Pharmaceuticals,na,senior,40,47,3.4,0,0,0,0,0,1,medical,24,$25 to $50 million (USD),Public,6947,51,200,126.0,43.5
435,Touch Surgery,na,senior,40,47,3.6,0,0,0,0,0,1,inforamtion tech,8,Unknown / Non-Applicable,Private,9315,51,200,126.0,43.5
436,Pace,na,na,40,47,2.8,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,2391,1,50,26.0,43.5
437,QIAGEN,manager,na,40,47,3.7,0,0,0,0,0,1,medical,37,$1 to $2 billion (USD),Public,4481,5001,10000,7500.0,43.5
438,dunnhumby,data scientist,senior,40,47,4.2,1,1,0,1,0,0,public,32,$500 million to $1 billion (USD),Private,2948,1001,5000,3000.0,43.5
439,Thornbury Community Services,na,na,40,47,4.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,3665,51,200,126.0,43.5
440,Emitwise,analyst,na,40,47,5.0,1,0,0,0,0,1,inforamtion tech,2,Unknown / Non-Applicable,Private,4524,1,50,26.0,43.5
441,AI-Adam,na,na,40,47,4.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Organization,1097,1,50,26.0,43.5
442,The Candidate,analyst,senior,40,47,5.0,0,1,0,0,0,0,public,-1,Less than $1 million (USD),Private,2142,1,50,26.0,43.5
443,Marsh and McLennan,na,na,40,47,3.7,0,0,0,0,0,1,finance,150,$10+ billion (USD),Public,5646,10000,10000,10000.0,43.5
444,Corin,na,senior,40,47,3.1,0,0,0,0,0,1,medical,36,$100 to $500 million (USD),Public,4030,201,500,350.0,43.5
445,Edinburgh Napier University,na,na,40,47,4.2,1,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,3186,1001,5000,3000.0,43.5
446,"Ministry of Housing, Communities & Local Government",na,senior,40,47,4.2,0,0,0,0,0,0,public,15,Unknown / Non-Applicable,Government,12664,1001,5000,3000.0,43.5
447,Bristol Myers Squibb,director,na,40,47,4.0,0,0,0,0,0,1,medical,163,$10+ billion (USD),Public,7266,10000,10000,10000.0,43.5
448,Touch Surgery,na,senior,40,47,3.6,1,1,0,1,1,1,inforamtion tech,8,Unknown / Non-Applicable,Private,6379,51,200,126.0,43.5
449,Arup,na,na,40,47,4.0,0,0,0,0,0,1,public,75,$100 to $500 million (USD),Private,4121,10000,10000,10000.0,43.5
450,Behavioural Insights Team,na,na,40,47,4.1,0,0,0,0,0,1,public,7,Unknown / Non-Applicable,Private,8318,51,200,126.0,43.5
451,Henry Nicholas Associates,na,na,40,47,5.0,0,0,0,0,0,1,public,12,Less than $1 million (USD),Private,3686,1,50,26.0,43.5
452,Keoghs,na,na,95,107,3.4,0,0,0,0,0,1,public,53,$50 to $100 million (USD),Private,4438,1001,5000,3000.0,101.0
453,Car Finance Giant,na,na,95,107,2.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,1949,1,50,26.0,101.0
454,Citi,na,na,95,107,3.9,1,1,0,0,0,1,finance,209,$10+ billion (USD),Public,4447,10000,10000,10000.0,101.0
455,IQVIA,director,na,95,107,3.8,0,0,0,0,0,1,medical,4,$2 to $5 billion (USD),Public,5622,10000,10000,10000.0,101.0
456,Hales Jobs,na,senior,95,107,2.7,0,0,0,0,0,0,public,22,$10 to $25 million (USD),Organization,2939,201,500,350.0,101.0
457,IBM,consultant,senior,95,107,3.9,0,0,0,0,0,1,public,110,$10+ billion (USD),Public,6675,10000,10000,10000.0,101.0
458,Sainsburys,analyst,na,95,107,3.6,1,1,0,0,0,1,retail,152,$10+ billion (USD),Public,5145,10000,10000,10000.0,101.0
459,Tribal Worldwide,na,na,95,107,2.9,0,0,0,0,0,1,telecommunication,21,$10 to $25 million (USD),Venture,5604,51,200,126.0,101.0
460,Balfour Beatty,na,na,95,107,3.6,0,0,0,0,0,0,public,112,$500 million to $1 billion (USD),Public,3751,10000,10000,10000.0,101.0
461,Stericycle,analyst,senior,95,107,3.5,1,0,0,0,0,1,public,32,$2 to $5 billion (USD),Public,2807,10000,10000,10000.0,101.0
462,Stericycle,analyst,senior,95,107,3.5,1,0,0,0,1,1,public,32,$2 to $5 billion (USD),Public,3263,10000,10000,10000.0,101.0
463,Privitar,manager,senior,95,107,4.8,0,0,0,0,0,0,inforamtion tech,7,Unknown / Non-Applicable,Private,3612,51,200,126.0,101.0
464,ADV Talent Partners,manager,na,95,107,-1.0,0,0,0,0,0,0,public,-1,$50 to $100 million (USD),Private,3157,51,200,126.0,101.0
465,Deloitte,manager,senior,95,107,3.9,0,0,0,0,0,1,finance,171,$10+ billion (USD),Private,12034,10000,10000,10000.0,101.0
466,Deloitte UK,manager,senior,95,107,3.9,0,0,0,0,0,1,finance,171,$10+ billion (USD),Private,11429,10000,10000,10000.0,101.0
467,Tag Games,na,senior,95,107,3.8,0,0,0,0,0,1,inforamtion tech,15,$50 to $100 million (USD),Private,3115,1,50,26.0,101.0
468,NELFT NHS Foundation Trust,na,na,95,107,3.4,0,0,0,0,0,0,medical,-1,$100 to $500 million (USD),Hospital,3580,5001,10000,7500.0,101.0
469,Midlands Partnership NHS Foundation Trust,na,senior,95,107,4.4,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Government,5329,5001,10000,7500.0,101.0
470,SKA Organisation,director,na,95,107,5.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,10275,51,200,126.0,101.0
471,Skills Union,na,na,95,107,-1.0,0,0,0,0,0,0,public,-1,Unknown / Non-Applicable,Private,3993,51,200,126.0,101.0
472,Riskonnect,na,na,95,107,3.7,0,0,0,0,0,1,inforamtion tech,14,$100 to $500 million (USD),Private,3112,201,500,350.0,101.0
473,Moody's Corporation,na,senior,95,107,3.8,0,0,0,0,1,1,finance,121,$2 to $5 billion (USD),Public,10913,10000,10000,10000.0,101.0
474,ADV Talent Partners,na,na,95,107,-1.0,0,0,0,0,0,0,public,-1,$100 to $500 million (USD),Organization,3867,10000,10000,10000.0,101.0
475,Deloitte UK,manager,na,95,107,3.9,0,0,0,0,0,1,finance,171,$10+ billion (USD),Private,11429,10000,10000,10000.0,101.0
476,Infosys Limited,na,na,95,107,3.8,0,0,0,0,0,1,public,40,$10+ billion (USD),Public,2865,10000,10000,10000.0,101.0
477,Deloitte,manager,na,95,107,3.9,0,0,0,0,0,1,finance,171,$10+ billion (USD),Private,12034,10000,10000,10000.0,101.0
478,Provide Education,na,na,95,107,1.5,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,4281,51,200,126.0,101.0
479,LTG,na,na,95,107,-1.0,0,0,0,0,0,1,public,-1,Unknown / Non-Applicable,Private,5027,1001,5000,3000.0,101.0
480,BR Recruitment Ltd,manager,na,95,107,-1.0,0,0,0,0,0,1,public,-1,$50 to $100 million (USD),Private,5669,1,50,26.0,101.0
481,MediaCom,manager,na,95,107,3.3,0,0,0,0,0,1,telecommunication,26,$1 to $2 billion (USD),Private,3531,1001,5000,3000.0,101.0
482,British Trust for Ornithology (BTO),na,na,25,48,-1.0,0,0,0,0,0,0,public,-1,Unknown / Non-Applicable,Private,1774,1,50,26.0,36.5
483,AstraZeneca,director,na,25,48,4.2,0,0,0,0,0,0,medical,108,$10+ billion (USD),Public,4647,10000,10000,10000.0,36.5
484,Sia Partners,manager,na,25,48,4.0,0,0,0,0,0,1,public,22,$100 to $500 million (USD),Private,5166,1001,5000,3000.0,36.5
485,Royal Free NHS,na,na,25,48,3.7,0,0,0,0,0,0,medical,-1,Less than $1 million (USD),Hospital,4560,501,1000,750.0,36.5
486,Harnham,analyst,senior,25,48,4.0,1,1,0,0,0,0,public,15,$25 to $50 million (USD),Private,1787,51,200,126.0,36.5
487,System C Healthcare,na,senior,25,48,4.3,0,1,0,0,0,1,inforamtion tech,38,$25 to $50 million (USD),Private,3017,201,500,350.0,36.5
488,AstraZeneca,na,senior,25,48,4.2,0,0,0,0,0,0,medical,108,$10+ billion (USD),Public,4745,10000,10000,10000.0,36.5
489,The Rosalind Franklin Institute,na,na,25,48,-1.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),College / University,7024,51,200,126.0,36.5
490,The Rosalind Franklin Institute,na,na,25,48,-1.0,0,0,0,0,0,1,public,-1,$500 million to $1 billion (USD),College / University,6632,5001,10000,7500.0,36.5
491,Advanced Regulatory,na,na,25,48,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,4145,1,50,26.0,36.5
492,Advanced Regulatory,na,senior,25,48,-1.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,4548,1,50,26.0,36.5
493,IPSEN,na,senior,25,48,3.7,0,0,0,0,0,1,medical,92,$2 to $5 billion (USD),Private,3696,5001,10000,7500.0,36.5
494,UL,na,na,25,48,3.5,0,0,0,0,0,1,public,127,$2 to $5 billion (USD),Private,6017,10000,10000,10000.0,36.5
495,Cardiff Blues,na,na,25,48,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Public,2988,51,200,126.0,36.5
496,Gloucestershire Hospitals NHS Foundation Trust,na,senior,25,48,3.9,0,0,0,0,0,0,medical,19,Unknown / Non-Applicable,Hospital,2491,5001,10000,7500.0,36.5
497,IQVIA,na,na,25,48,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,2992,10000,10000,10000.0,36.5
498,Laing O'Rourke,na,na,25,48,4.1,0,0,0,0,0,0,public,173,$1 to $2 billion (USD),Private,5252,5001,10000,7500.0,36.5
499,AstraZeneca,na,senior,25,48,4.2,0,0,0,0,0,0,medical,108,$10+ billion (USD),Public,4743,10000,10000,10000.0,36.5
500,Deep Science Ventures,director,na,25,48,4.8,0,1,0,1,0,0,public,-1,Less than $1 million (USD),Private,4548,1,50,26.0,36.5
501,Hvivo,na,na,25,48,2.2,0,0,0,0,0,1,medical,33,$10 to $25 million (USD),Public,4074,201,500,350.0,36.5
502,TDR Training Ltd.,na,na,25,48,-1.0,0,0,0,0,0,0,public,-1,$10 to $25 million (USD),Public,3456,201,500,350.0,36.5
503,TDR Training Ltd.,na,na,25,48,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Organization,3271,10000,10000,10000.0,36.5
504,The Education Specialist,na,na,25,48,-1.0,0,0,0,0,0,1,public,-1,$10+ billion (USD),Private,3635,10000,10000,10000.0,36.5
505,Advanced Regulatory,manager,senior,25,48,-1.0,0,0,0,0,0,0,public,-1,Less than $1 million (USD),Private,3666,1,50,26.0,36.5
506,Advanced Regulatory,director,senior,25,48,-1.0,0,0,0,0,0,1,public,-1,Less than $1 million (USD),Private,4512,1,50,26.0,36.5
507,BeiGene,director,na,25,48,3.3,0,0,0,0,0,1,medical,11,$10 to $25 million (USD),Public,7000,1001,5000,3000.0,36.5
508,Tesco,na,senior,25,48,3.8,0,0,0,0,0,1,retail,102,Unknown / Non-Applicable,Private,6892,10000,10000,10000.0,36.5
509,AstraZeneca,director,na,25,48,4.2,0,0,0,0,0,1,medical,108,$10+ billion (USD),Public,5274,10000,10000,10000.0,36.5
510,AstraZeneca,director,na,25,48,4.2,0,0,0,0,0,1,medical,108,$10+ billion (USD),Public,5278,10000,10000,10000.0,36.5
511,Eurovia UK,na,na,25,48,3.4,0,0,0,0,0,1,public,97,$5 to $10 billion (USD),Private,2519,10000,10000,10000.0,36.5
512,The Hut Group,manager,na,22,28,3.3,0,0,0,0,0,1,retail,17,$500 million to $1 billion (USD),Private,3924,5001,10000,7500.0,25.0
513,Bud,na,na,22,28,3.7,0,0,0,0,0,0,inforamtion tech,6,Unknown / Non-Applicable,Private,6597,51,200,126.0,25.0
514,The Hut Group,na,na,22,28,3.3,0,0,0,0,0,1,retail,17,$500 million to $1 billion (USD),Private,5180,5001,10000,7500.0,25.0
515,AXA UK,manager,na,22,28,4.2,1,1,0,0,0,1,finance,25,Unknown / Non-Applicable,Private,8681,5001,10000,7500.0,25.0
516,Thomson Reuters,analyst,na,22,28,4.2,0,1,0,0,0,0,inforamtion tech,13,$5 to $10 billion (USD),Public,6354,10000,10000,10000.0,25.0
517,Pai Skincare,na,na,22,28,4.1,0,0,0,0,0,1,production,14,Unknown / Non-Applicable,Private,3358,1,50,26.0,25.0
518,PokerStars,na,na,22,28,3.8,1,1,0,1,0,1,public,17,$50 to $100 million (USD),Private,4188,1001,5000,3000.0,25.0
519,Citi,na,na,22,28,3.9,1,1,0,0,1,0,finance,209,$10+ billion (USD),Public,4456,10000,10000,10000.0,25.0
520,South Gloucestershire Council,na,na,22,28,4.3,0,0,0,0,0,0,public,25,Less than $1 million (USD),Government,3517,1001,5000,3000.0,25.0
521,Your.MD,na,senior,22,28,4.2,0,0,0,0,0,1,medical,8,Unknown / Non-Applicable,Private,3696,51,200,126.0,25.0
522,Parrot Analytics,analyst,senior,22,28,4.0,1,1,0,0,0,1,inforamtion tech,-1,Unknown / Non-Applicable,Private,6819,1,50,26.0,25.0
523,Cisco Systems,na,na,22,28,4.3,0,0,0,0,0,1,inforamtion tech,37,$10+ billion (USD),Private,4692,10000,10000,10000.0,25.0
524,Peak,na,na,22,28,4.8,1,0,0,1,1,1,inforamtion tech,7,Unknown / Non-Applicable,Private,5292,51,200,126.0,25.0
525,QuantuMDx Group Ltd,na,na,22,28,3.8,0,0,0,0,0,1,medical,-1,Less than $1 million (USD),Private,4717,1,50,26.0,25.0
526,Yieldify,director,na,22,28,3.9,0,0,0,0,0,1,inforamtion tech,9,Unknown / Non-Applicable,Private,4302,51,200,126.0,25.0
527,Swansea University,na,na,22,28,4.4,0,0,0,0,0,0,education,101,$100 to $500 million (USD),College / University,3077,1001,5000,3000.0,25.0
528,Ripjar,data engineer,senior,22,28,4.4,1,0,0,1,0,0,inforamtion tech,9,Unknown / Non-Applicable,Private,4918,51,200,126.0,25.0
529,Amazon,manager,senior,22,28,3.9,0,1,0,0,0,1,telecommunication,27,$10+ billion (USD),Public,5271,10000,10000,10000.0,25.0
530,Wunderman Thompson UK,consultant,na,22,28,4.1,0,1,0,1,1,0,telecommunication,3,Unknown / Non-Applicable,Public,6342,1001,5000,3000.0,25.0
531,Clarivate Analytics,manager,na,22,28,3.7,0,0,0,0,0,1,public,5,$1 to $2 billion (USD),Public,5132,5001,10000,7500.0,25.0
532,Lonza,manager,na,22,28,3.4,0,0,0,0,0,1,medical,124,$5 to $10 billion (USD),Public,5294,10000,10000,10000.0,25.0
533,Entain,data scientist,senior,22,28,3.5,1,1,0,0,0,0,public,1,$2 to $5 billion (USD),Public,3144,10000,10000,10000.0,25.0
534,Pfizer,director,senior,22,28,4.2,0,0,0,0,1,1,medical,172,$10+ billion (USD),Public,6414,10000,10000,10000.0,25.0
535,AWS EMEA SARL (UK Branch),na,na,22,28,3.9,1,1,0,1,1,1,telecommunication,27,$10+ billion (USD),Public,3027,10000,10000,10000.0,25.0
536,Amazon,manager,senior,22,28,3.9,0,0,0,0,1,0,telecommunication,27,$10+ billion (USD),Public,5359,10000,10000,10000.0,25.0
537,"Pixalate, Inc.",data engineer,na,22,28,3.4,0,1,0,1,1,1,inforamtion tech,9,$10 to $25 million (USD),Private,3518,1,50,26.0,25.0
538,The Hut Group,manager,na,22,28,3.3,0,0,0,0,0,1,retail,17,$500 million to $1 billion (USD),Private,4731,5001,10000,7500.0,25.0
539,Novation Solutions Ltd,data scientist,senior,22,28,-1.0,1,1,0,1,0,0,public,-1,$10 to $25 million (USD),Public,3759,10000,10000,10000.0,25.0
540,Google,mle,na,22,28,4.5,1,0,0,0,0,0,telecommunication,23,$10+ billion (USD),Public,5021,10000,10000,10000.0,25.0
541,Citibank,data scientist,senior,22,28,4.0,1,0,0,1,0,1,finance,-1,Less than $1 million (USD),Private,7353,1001,5000,3000.0,25.0
542,MSD,na,na,35,50,4.1,0,0,0,0,0,1,medical,130,$10+ billion (USD),Public,6694,10000,10000,10000.0,42.5
543,Amazon,manager,senior,35,50,3.9,0,0,0,0,1,0,telecommunication,27,$10+ billion (USD),Public,5359,10000,10000,10000.0,42.5
544,Innovate UK,manager,na,35,50,3.3,0,0,0,0,0,0,public,-1,Unknown / Non-Applicable,Private,6919,5001,10000,7500.0,42.5
545,Pfizer,na,na,35,50,4.2,0,0,0,0,0,1,medical,172,$10+ billion (USD),Public,5622,10000,10000,10000.0,42.5
546,The Jordans Dorset Ryvita Company,manager,na,35,50,-1.0,0,0,0,0,0,1,public,-1,$2 to $5 billion (USD),Private,4255,5001,10000,7500.0,42.5
547,Thermo Fisher Scientific,na,na,35,50,3.6,0,0,0,0,0,0,medical,119,$10+ billion (USD),Public,4421,10000,10000,10000.0,42.5
548,IXICO,manager,na,35,50,2.5,0,0,0,0,0,1,medical,-1,Less than $1 million (USD),Private,7392,1,50,26.0,42.5
549,Oracle,manager,na,35,50,3.6,1,1,0,0,0,1,inforamtion tech,44,$10+ billion (USD),Public,4992,10000,10000,10000.0,42.5
550,Splend,na,na,35,50,3.4,1,1,0,0,1,0,public,6,$100 to $500 million (USD),Private,2961,51,200,126.0,42.5
551,Skiller Whale,na,na,35,50,-1.0,0,0,0,0,0,1,public,-1,$5 to $10 billion (USD),College / University,4172,1001,5000,3000.0,42.5
552,BeiGene,director,na,35,50,3.3,0,0,0,0,0,1,medical,11,$10 to $25 million (USD),Public,10478,1001,5000,3000.0,42.5
553,NES Fircroft,manager,na,35,50,3.6,0,0,0,0,0,0,public,43,$500 million to $1 billion (USD),Private,2813,1001,5000,3000.0,42.5
554,Dornan Engineering Limited,na,na,35,50,3.3,0,0,0,0,0,0,production,55,$100 to $500 million (USD),Private,2507,1001,5000,3000.0,42.5
555,Harnham,analyst,na,35,50,4.0,1,1,0,0,0,0,public,15,$25 to $50 million (USD),Private,2238,51,200,126.0,42.5
556,Jacobs,na,na,35,50,3.8,0,0,0,0,0,1,public,74,$10+ billion (USD),Public,8088,10000,10000,10000.0,42.5
557,London School of Hygiene & Tropical Medicine,na,na,35,50,3.8,0,0,0,0,0,1,education,-1,$100 to $500 million (USD),College / University,3195,501,1000,750.0,42.5
558,London School of Hygiene & Tropical Medicine,na,na,35,50,3.8,0,0,0,0,0,1,public,-1,$10+ billion (USD),Private,3195,5001,10000,7500.0,42.5
559,Jacobs,na,na,35,50,3.8,0,0,0,0,0,1,public,74,$10+ billion (USD),Public,8079,10000,10000,10000.0,42.5
560,Facebook,data engineer,na,35,50,4.3,1,1,0,0,0,1,telecommunication,17,$5 to $10 billion (USD),Public,3152,10000,10000,10000.0,42.5
561,IQVIA,na,na,35,50,3.8,0,0,0,0,0,0,medical,4,$2 to $5 billion (USD),Public,2940,10000,10000,10000.0,42.5
562,Bottomline Technologies,manager,na,35,50,3.8,0,0,0,0,0,0,inforamtion tech,32,$100 to $500 million (USD),Public,4508,1001,5000,3000.0,42.5
563,Bottomline Technologies,manager,na,35,50,3.8,0,0,0,0,0,0,inforamtion tech,32,$100 to $500 million (USD),Public,4510,1001,5000,3000.0,42.5
564,Lonza,na,na,35,50,3.4,0,0,0,0,0,1,medical,124,$5 to $10 billion (USD),Public,3225,10000,10000,10000.0,42.5
565,Emitwise,na,senior,35,50,5.0,1,0,0,0,0,1,inforamtion tech,2,Unknown / Non-Applicable,Private,4702,1,50,26.0,42.5
566,"JPMorgan Chase Bank, N.A.",na,na,35,50,3.8,0,0,0,0,0,0,finance,222,$10+ billion (USD),Venture,2821,10000,10000,10000.0,42.5
567,MSD,director,senior,35,50,4.1,0,0,0,0,0,0,medical,130,$10+ billion (USD),Public,5562,10000,10000,10000.0,42.5
568,Pharmalex,manager,senior,35,50,3.7,0,0,0,0,0,1,public,6,$10 to $25 million (USD),Organization,2995,201,500,350.0,42.5
569,Smith & Nephew,na,na,35,50,3.8,0,0,0,0,0,0,medical,165,$2 to $5 billion (USD),Private,5445,10000,10000,10000.0,42.5
